Level	Date and Time	Source	Event ID	Task Category
Information	2/19/2019 6:23:55 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.287.258.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.8
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\2ede57a2b942c9f9aac65d914c7d468b4b80ae28
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/1/20 5:48:08
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	2/19/2019 3:12:17 AM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Network Realtime Inspection engine version: 1.1.15700.8
 	Antivirus signature version: 1.287.258.0
 	Antispyware signature version: 1.287.258.0
 	Network Realtime Inspection signature version: 1.287.258.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 3
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/2/18 13:33:50
 	Antispyware signature creation time: 2019/2/18 13:33:51
 	Last quick scan start time: 2019/2/15 13:18:51
 	Last quick scan end time: 2019/2/15 13:33:49
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	2/19/2019 3:12:17 AM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Signature version: 1.287.258.0
"
Information	2/19/2019 2:22:33 AM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.287.258.0
 	Previous Signature Version: 1.287.233.0
 	Signature Type: AntiSpyware
 	Update Type: Delta
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 1.1.15700.8
 	Previous Engine Version: 1.1.15700.8"
Information	2/19/2019 2:22:33 AM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.287.258.0
 	Previous Signature Version: 1.287.233.0
 	Signature Type: AntiVirus
 	Update Type: Delta
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 1.1.15700.8
 	Previous Engine Version: 1.1.15700.8"
Warning	2/19/2019 2:14:23 AM	Microsoft-Windows-Windows Defender	1015	None	"Windows Defender Antivirus has detected a suspicious behavior.
 	Name: Behavior:Win32/ModifiedBootRecord
 	ID: 1343285971
 	Severity: 低
 	Category: 可疑行为
 	Path Found: file:_H:\software\DG500589_x64\DiskGenius\DiskGenius.exe; process:_2888
 	Detection Origin: Local machine
 	Detection Type: Suspicious
 	Detection Source: Real-Time Protection
 	Status: Executing
 	User: MINGWIN\Doraeming
 	Process Name: H:\software\DG500589_x64\DiskGenius\DiskGenius.exe
 	Signature ID: 23858570787236
 	Signature Version: AV: 1.287.233.0, AS: 1.287.233.0
 	Engine Version: 1.1.15700.8
 	Fidelity Label:  Medium
 	Target File Name:  
"
Warning	2/19/2019 1:44:09 AM	Microsoft-Windows-Windows Defender	1015	None	"Windows Defender Antivirus has detected a suspicious behavior.
 	Name: Behavior:Win32/ModifiedBootRecord
 	ID: 3967458285
 	Severity: 低
 	Category: 可疑行为
 	Path Found: file:_H:\software\DG500589_x64\DiskGenius\DiskGenius.exe; process:_9256
 	Detection Origin: Local machine
 	Detection Type: Suspicious
 	Detection Source: Real-Time Protection
 	Status: Executing
 	User: MINGWIN\Doraeming
 	Process Name: H:\software\DG500589_x64\DiskGenius\DiskGenius.exe
 	Signature ID: 23858570787236
 	Signature Version: AV: 1.287.233.0, AS: 1.287.233.0
 	Engine Version: 1.1.15700.8
 	Fidelity Label:  Medium
 	Target File Name:  
"
Warning	2/19/2019 1:38:23 AM	Microsoft-Windows-Windows Defender	1015	None	"Windows Defender Antivirus has detected a suspicious behavior.
 	Name: Behavior:Win32/ModifiedBootRecord
 	ID: 1575719958
 	Severity: 低
 	Category: 可疑行为
 	Path Found: file:_H:\software\DG500589_x64\DiskGenius\DiskGenius.exe; process:_11892
 	Detection Origin: Local machine
 	Detection Type: Suspicious
 	Detection Source: Real-Time Protection
 	Status: Executing
 	User: MINGWIN\Doraeming
 	Process Name: H:\software\DG500589_x64\DiskGenius\DiskGenius.exe
 	Signature ID: 23858570787236
 	Signature Version: AV: 1.287.233.0, AS: 1.287.233.0
 	Engine Version: 1.1.15700.8
 	Fidelity Label:  Medium
 	Target File Name:  
"
Information	2/19/2019 12:43:19 AM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Network Realtime Inspection engine version: 1.1.15700.8
 	Antivirus signature version: 1.287.233.0
 	Antispyware signature version: 1.287.233.0
 	Network Realtime Inspection signature version: 1.287.233.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 3
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/2/18 5:37:08
 	Antispyware signature creation time: 2019/2/18 5:37:08
 	Last quick scan start time: 2019/2/15 13:18:51
 	Last quick scan end time: 2019/2/15 13:33:49
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	2/19/2019 12:43:19 AM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Signature version: 1.287.233.0
"
Information	2/18/2019 11:43:19 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Network Realtime Inspection engine version: 1.1.15700.8
 	Antivirus signature version: 1.287.233.0
 	Antispyware signature version: 1.287.233.0
 	Network Realtime Inspection signature version: 1.287.233.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 3
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/2/18 5:37:08
 	Antispyware signature creation time: 2019/2/18 5:37:08
 	Last quick scan start time: 2019/2/15 13:18:51
 	Last quick scan end time: 2019/2/15 13:33:49
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	2/18/2019 11:43:19 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Signature version: 1.287.233.0
"
Information	2/18/2019 10:43:19 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Network Realtime Inspection engine version: 1.1.15700.8
 	Antivirus signature version: 1.287.233.0
 	Antispyware signature version: 1.287.233.0
 	Network Realtime Inspection signature version: 1.287.233.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 3
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/2/18 5:37:08
 	Antispyware signature creation time: 2019/2/18 5:37:08
 	Last quick scan start time: 2019/2/15 13:18:51
 	Last quick scan end time: 2019/2/15 13:33:49
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	2/18/2019 10:43:19 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Signature version: 1.287.233.0
"
Information	2/18/2019 9:43:19 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Network Realtime Inspection engine version: 1.1.15700.8
 	Antivirus signature version: 1.287.233.0
 	Antispyware signature version: 1.287.233.0
 	Network Realtime Inspection signature version: 1.287.233.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 3
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/2/18 5:37:08
 	Antispyware signature creation time: 2019/2/18 5:37:08
 	Last quick scan start time: 2019/2/15 13:18:51
 	Last quick scan end time: 2019/2/15 13:33:49
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	2/18/2019 9:43:19 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Signature version: 1.287.233.0
"
Warning	2/18/2019 8:54:04 PM	Microsoft-Windows-Windows Defender	1015	None	"Windows Defender Antivirus has detected a suspicious behavior.
 	Name: Behavior:Win32/ModifiedBootRecord
 	ID: 4041856916
 	Severity: 低
 	Category: 可疑行为
 	Path Found: file:_C:\Users\Doraeming\AppData\Local\Temp\360zip$Temp\360$1\DiskGenius\DiskGenius.exe; process:_9688
 	Detection Origin: Local machine
 	Detection Type: Suspicious
 	Detection Source: Real-Time Protection
 	Status: Executing
 	User: MINGWIN\Doraeming
 	Process Name: C:\Users\Doraeming\AppData\Local\Temp\360zip$Temp\360$1\DiskGenius\DiskGenius.exe
 	Signature ID: 23858570787236
 	Signature Version: AV: 1.287.233.0, AS: 1.287.233.0
 	Engine Version: 1.1.15700.8
 	Fidelity Label:  Medium
 	Target File Name:  
"
Information	2/18/2019 8:53:37 PM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.287.233.0
 	Previous Signature Version: 1.287.217.0
 	Signature Type: AntiSpyware
 	Update Type: Delta
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 1.1.15700.8
 	Previous Engine Version: 1.1.15700.8"
Information	2/18/2019 8:53:37 PM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.287.233.0
 	Previous Signature Version: 1.287.217.0
 	Signature Type: AntiVirus
 	Update Type: Delta
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 1.1.15700.8
 	Previous Engine Version: 1.1.15700.8"
Information	2/18/2019 7:55:33 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Network Realtime Inspection engine version: 1.1.15700.8
 	Antivirus signature version: 1.287.217.0
 	Antispyware signature version: 1.287.217.0
 	Network Realtime Inspection signature version: 1.287.217.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/2/18 0:36:42
 	Antispyware signature creation time: 2019/2/18 0:36:42
 	Last quick scan start time: 2019/2/15 13:18:51
 	Last quick scan end time: 2019/2/15 13:33:49
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	2/18/2019 7:55:33 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Signature version: 1.287.217.0
"
Information	2/18/2019 6:55:33 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Network Realtime Inspection engine version: 1.1.15700.8
 	Antivirus signature version: 1.287.217.0
 	Antispyware signature version: 1.287.217.0
 	Network Realtime Inspection signature version: 1.287.217.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/2/18 0:36:42
 	Antispyware signature creation time: 2019/2/18 0:36:42
 	Last quick scan start time: 2019/2/15 13:18:51
 	Last quick scan end time: 2019/2/15 13:33:49
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	2/18/2019 6:55:33 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Signature version: 1.287.217.0
"
Information	2/18/2019 5:55:33 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Network Realtime Inspection engine version: 1.1.15700.8
 	Antivirus signature version: 1.287.217.0
 	Antispyware signature version: 1.287.217.0
 	Network Realtime Inspection signature version: 1.287.217.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/2/18 0:36:42
 	Antispyware signature creation time: 2019/2/18 0:36:42
 	Last quick scan start time: 2019/2/15 13:18:51
 	Last quick scan end time: 2019/2/15 13:33:49
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	2/18/2019 5:55:33 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Signature version: 1.287.217.0
"
Information	2/18/2019 4:55:33 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Network Realtime Inspection engine version: 1.1.15700.8
 	Antivirus signature version: 1.287.217.0
 	Antispyware signature version: 1.287.217.0
 	Network Realtime Inspection signature version: 1.287.217.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/2/18 0:36:42
 	Antispyware signature creation time: 2019/2/18 0:36:42
 	Last quick scan start time: 2019/2/15 13:18:51
 	Last quick scan end time: 2019/2/15 13:33:49
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	2/18/2019 4:55:33 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Signature version: 1.287.217.0
"
Information	2/18/2019 3:55:33 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1901.7
 	Engine version: 1.1.15700.8
 	Network Realtime Inspection engine version: 1.1.15700.8
 	Antivirus signature version: 1.287.217.0
 	Antispyware signature version: 1.287.217.0
 	Network Realtime Inspection signature version: 1.287.217.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/2/18 0:36:42
 	Antispyware signature creation time: 2019/2/18 0:36:42
 	Last quick scan start time: 2019/2/15 13:18:51
 	Last quick scan end time: 2019/2/15 13:33:49
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
